epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1_score,epoch_time_sec
1,1.0252659997501874,0.7515324204987981,0.6350333333333333,0.7342111111111111,0.7420090902037935,0.7342111111111111,0.7303738553838889,593.8595035076141
2,0.7413544931521502,0.7804467934989952,0.7378333333333333,0.7240111111111112,0.7489343480658659,0.7240111111111112,0.71977559788747,593.0696551799774
3,0.6596766849704964,0.6122238341493117,0.7684111111111112,0.7816111111111111,0.7952020723022886,0.7816111111111111,0.7822667784165463,593.8094053268433
4,0.6010530465307331,0.6243550697496506,0.7885,0.7806222222222222,0.7880679122862088,0.7806222222222222,0.7812217159229153,593.9821500778198
5,0.5668425331421268,0.645521944011401,0.8001333333333334,0.7828,0.789598591554664,0.7828,0.7814304936593018,594.3292269706726
6,0.5391394989084952,0.5600848472784772,0.8115222222222223,0.8025777777777777,0.8113387746245367,0.8025777777777777,0.8026831823111498,594.5811514854431
7,0.5157808117592331,0.6439656078814798,0.8182666666666667,0.7772222222222223,0.7914092774471058,0.7772222222222223,0.7777092452400224,594.3135073184967
8,0.49966212728620635,0.5915503099575967,0.8237444444444444,0.7943444444444444,0.7977941822726603,0.7943444444444444,0.7933016431612453,594.5970025062561
9,0.4807163618605649,0.5771910043912047,0.8314222222222222,0.7976555555555556,0.809634487450343,0.7976555555555556,0.7990749784799637,594.2641704082489
10,0.4695016267145608,0.5826058513011454,0.8349444444444445,0.8004888888888889,0.80287101596088,0.8004888888888889,0.7998373172700779,600.2065393924713
11,0.4593276005361456,0.5823632387913349,0.8387777777777777,0.7980555555555555,0.8166359542573824,0.7980555555555555,0.7986305254627134,594.9037034511566
12,0.44522771867004696,0.5573504921790494,0.8443888888888889,0.8066333333333333,0.8135614534349133,0.8066333333333333,0.8066484801502269,594.8493754863739
13,0.4361423251470382,0.610389395246017,0.8463777777777778,0.7934111111111111,0.8044250025181143,0.7934111111111111,0.7926198079901743,595.2449562549591
14,0.4278654232303358,0.6259924286280861,0.8499777777777778,0.7853333333333333,0.796853302456015,0.7853333333333333,0.786732461865499,594.9337220191956
15,0.4211163630029018,0.6080367896162525,0.8535444444444444,0.7913333333333333,0.805978020213632,0.7913333333333333,0.7914712225303712,595.2605721950531
16,0.41319309171836144,0.6143593494381413,0.8561222222222222,0.7917777777777778,0.7955217625154352,0.7917777777777778,0.7907403611650697,595.399343252182
17,0.40847048242210576,0.570003802975769,0.8569111111111111,0.8081777777777778,0.8172094375284793,0.8081777777777778,0.8080941151134791,595.6431834697723
18,0.39521655324585614,0.5698759209718409,0.8620555555555556,0.8057777777777778,0.8130046529866624,0.8057777777777778,0.806623258533036,595.19109582901
19,0.38950816051384923,0.5895074293730612,0.8635,0.7988888888888889,0.8011509230681035,0.7988888888888889,0.7986208111912858,595.4871196746826
20,0.38252807000418215,0.588181847200881,0.8660222222222222,0.8020666666666667,0.8076341618318428,0.8020666666666667,0.8026946684656885,594.9033901691437
21,0.37544750741133687,0.551156288612279,0.8690444444444444,0.8130888888888889,0.8146949335116946,0.8130888888888889,0.812756207946143,595.43652176857
22,0.3750576749046714,0.659917983132783,0.8685888888888889,0.7778,0.7878034711576345,0.7778,0.7772498285294751,595.3751060962677
23,0.36831076274213104,0.6303593838750293,0.871,0.7974666666666667,0.8017697134974843,0.7974666666666667,0.7951118501830414,595.1008310317993
24,0.3636709649779281,0.6252157578938082,0.8734666666666666,0.7897333333333333,0.8108093330253988,0.7897333333333333,0.793492746401545,595.5892436504364
25,0.35816257790133615,0.7180375822423944,0.8749333333333333,0.7743222222222222,0.7892524555961518,0.7743222222222222,0.7711200133277477,595.4856390953064
26,0.3565508670736749,0.556238081450983,0.8759111111111111,0.8117666666666666,0.8127529877675946,0.8117666666666666,0.8110055256251637,595.4792423248291
27,0.34700461937372173,0.763657619919896,0.8788222222222222,0.7653111111111112,0.7876101661234807,0.7653111111111112,0.7683749853642566,595.198073387146
28,0.34796149178629576,0.5743601658115666,0.8787555555555555,0.8048111111111111,0.8102199036412866,0.8048111111111111,0.8052377505838574,595.0755672454834
29,0.34567811116019986,0.6099085518871783,0.8784666666666666,0.8019666666666667,0.8043771796552254,0.8019666666666667,0.800665919351719,595.4742450714111
30,0.34405092753461997,0.6594103267009132,0.8802111111111112,0.7896222222222222,0.795282891229959,0.7896222222222222,0.787888587504885,595.0341114997864
31,0.3367761533410734,0.6083452576593259,0.8823666666666666,0.8014555555555556,0.8037182273523934,0.8014555555555556,0.800549848226821,595.1761946678162
32,0.3357094910593059,0.6695299474946251,0.8830444444444444,0.7901666666666667,0.7948299136858126,0.7901666666666667,0.7870206633072403,595.4339964389801
33,0.3358681209483394,0.67035322108793,0.8836111111111111,0.7841888888888889,0.7959776438802288,0.7841888888888889,0.7848773194056703,594.9284961223602
34,0.3309113675741021,0.6237895920216492,0.8845,0.7969333333333334,0.7992565561486786,0.7969333333333334,0.7952495193938306,594.8602726459503
35,0.32914330163514366,0.6027151363761406,0.8848666666666667,0.8041666666666667,0.8058634968378795,0.8041666666666667,0.80422490094534,595.1401290893555
36,0.32238084859973887,0.6649473180538621,0.8873444444444445,0.7771666666666667,0.7853622501313123,0.7771666666666667,0.7772864393451402,594.9636511802673
37,0.3254571475520322,0.6259979360256512,0.8871888888888889,0.7963,0.8003747153049909,0.7963,0.7946549993227905,594.9231045246124
38,0.3225956303920031,0.6063351917240823,0.8887555555555555,0.7989222222222222,0.8033552445400072,0.7989222222222222,0.7984471302584014,595.224814414978
