epoch,train_loss,val_loss,train_acc,val_acc,precision,recall,f1_score,epoch_time_sec
1,0.5377692442335694,0.4471751052467103,0.8120333333333334,0.8424111111111111,0.8447598924555884,0.8424111111111111,0.8428557155577493,364.7278895378113
2,0.3799151907182655,0.3892340205112436,0.8650222222222222,0.8625,0.8635579434902795,0.8625,0.8623456724807489,365.39873480796814
3,0.34281998670137187,0.4116659852916601,0.8784777777777778,0.8545666666666667,0.8587990546947993,0.8545666666666667,0.8537210316608865,364.30864548683167
4,0.33092428258743695,0.3979780995634633,0.8833333333333333,0.8615,0.8623102317728168,0.8615,0.8616180947163207,364.6958763599396
5,0.32309634547708427,0.42570205920276066,0.8867555555555555,0.8517111111111111,0.8572633086565399,0.8517111111111111,0.8511995507017842,365.39211344718933
6,0.3264464121821763,0.427768076917834,0.8847111111111111,0.8493222222222222,0.8522675865497157,0.8493222222222222,0.8487412058251285,364.6025195121765
7,0.3294700913262344,0.4254294936678452,0.8835666666666666,0.8510777777777778,0.8530263352095434,0.8510777777777778,0.8513013354368779,364.31145572662354
8,0.3308206921369844,0.48729428505740857,0.8830888888888889,0.8314444444444444,0.8323251244825586,0.8314444444444444,0.8309567484425101,365.0582113265991
9,0.33791483138544554,0.452327997129049,0.8802777777777778,0.8457333333333333,0.8470873053603934,0.8457333333333333,0.8454077442998568,364.9834382534027
10,0.3406336596172728,0.463905683671112,0.8797555555555555,0.8405888888888889,0.843750247181366,0.8405888888888889,0.8405609055136314,364.00881028175354
11,0.33967231765225225,0.4719827853453932,0.8807777777777778,0.8387333333333333,0.8438682390720005,0.8387333333333333,0.8393623823455727,365.29723286628723
12,0.3403255558743877,0.5157133668114093,0.8801333333333333,0.8198444444444445,0.8273211552777837,0.8198444444444445,0.8201142876183171,365.2297911643982
13,0.3481768837315817,0.4575735437834402,0.8778444444444444,0.8416,0.845469606342274,0.8416,0.8413760659691739,364.85714077949524
14,0.34832089048553055,0.5187961001970851,0.878,0.8243111111111111,0.8309281207064029,0.8243111111111111,0.825890218664459,365.0880928039551
15,0.35008097392593973,0.524256257731398,0.8781,0.8202777777777778,0.8211067386884905,0.8202777777777778,0.8194884421801837,364.82354974746704
